powerTypes
PowerName,PowerID,OrderID,DevNotes,MissionTags,Priority,CastSoundEvent,HitSoundEvent,ItemHitSoundEvent,TargetMethod,ParentItem,OriginPower,IsAirPower,IsSignature,IsAntiair,SigModeSwapsMove,AoERadiusX,AoERadiusY,CenterOffsetX,CenterOffsetY,CastImpulseX,CastImpulseY,FireImpulseX,FireImpulseY,FireImpulseMaxX,ImpulseMaxOnDCOnly,SpeedLimit,SpeedLimitY,SpeedLimitAttack,SpeedLimitBackward,SpeedLimitAttackBackward,SelfImpulseOnHit,EndOnHit,CancelGravity,WallCancel,AllowMove,AllowRecoverMove,AllowJumpDuringRecover,AllowLeaveGround,AllowHitOnZeroDamage,AccelMult,BackwardAccelMult,TurnOffDampening,KeepGroundFriction,IgnoreGroundRestrict,DoNotBounceOffNoSlideCeiling,NoSlideCeilingBuffer,CastAnim,Hurtbox,CastTime,FixedRecoverTime,RecoverTime,AntigravTime,GCancelTime,IgnoreForcedFallTime,ShowCloudTime,CooldownTime,IgnoreCDOverride,OnHitCooldownTime,ShakeTime,DisableShake,OnlyShakeOnce,ShakeAllCams,FixedMinChargeTime,MinCancelTime,LoseInvulnTime,BaseDamage,VariableImpulse,FixedImpulse,MinimumImpulse,PostHitDamageMultiplier,PostHitImpulseMultiplier,ImpulseOffsetX,ImpulseOffsetY,ImpulseOffsetMaxX,ImpulseToPoint,ToPointChangeX,ToPointChangeY,ToPointChangeDmg,LockTo45Degrees,DownwardForceMult,MirrorImpulseOffset,MirrorOffsetCenter,IgnoreStrength,AcceptInput,HeldDirOffsets,DIMaxAngle,ImpulseOnHeavy,ItemSpeedDamage,ItemSpeedImpulse,ItemHitElasticity,AirTimeMultOnly,IsMultihit,MinTimeBetweenHits,InheritAlreadyHit,InterruptThreshold,CanDamageEveryone,CanAssist,ConsumesWeapon,FixedStunTime,HoldHitEnts,HoldOffsetX,HoldOffsetY,UpdateHeldEnts,DestroysItemOnHit,GrabInterpolateTime,GrabAnim,GrabAnimSpeed,GrabForceUpdate,Uninterruptable,CanChangeDirection,ComboName,ComboOverrideIfHit,ComboOverrideIfRelease,ComboOverrideIfWall,ComboOverrideIfButton,OriginOverrideIfInMode,ComboOverrideIfDir,ComboOverrideIfInterrupt,IgnoreButtonOnHit,IgnoreButtonOnMiss,ComboUseSameTargetPos,UseCollisionAsTargetPos,ComboUseTargetAsSource,ComboUseSameSourcePos,BGPowerOnFire,BGCastIdx,AllowBGInterrupt,PopulateActivePowerHits,PopulateBGHits,ExhaustedVersion,GCVersion,MomentumVersion,TeamTauntPower,AnimLayer,FXLayer,IsWorldCastGfx,CustomArtCastGfx,DelayCastGfxToFirstFire,DelayCastGFXCleanUp,CastAnimSource,DoNotSendSync,IsThrow,CannotAttackAroundCorners,ForceHitThroughSoftPlat,ForceFaceRight,CollisionPowerOffSetX,CollisionPowerOffSetY,CastGfx.AnimFile,CastGfx.AnimClass,CastGfx.AnimScale,CastGfx.FireAndForget,CastGfx.MoveAnimSpeed,CastGfx.FlipAnim,CastGfx.Tint,CastGfxRotation,IsWorldFireGfx,IsAttackFireGfx,CustomArtFireGfx,FireAnimSource,FireGfx.AnimFile,FireGfx.AnimClass,FireGfx.AnimScale,FireGfx.FireAndForget,FireGfx.MoveAnimSpeed,FireGfx.FlipAnim,FireGfx.Tint,FireGfxRotation,IsWorldHitGfx,OnlyOnceHitGfx,OwnerFacingHitGfx,PlayHitGfxBehind,HitAnimSource,HitReactAnim,HitGfx.AnimFile,HitGfx.AnimClass,HitGfx.AnimScale,HitGfx.FireAndForget,HitGfx.Tint
ScytheSmashSideGCLoki,3280,670,Loki Side Scythe - charge (if GC),,,L:SPC_Loki_Scythe_Side_A_Charge_Play,,,Smash,Scythe,ScytheSmashSideLoki,,TRUE,,,0,0,0,0,,,"!,!,380~0~0~-210~0,-280~0~0~0~0,!","0,0,-225~0~0~-460~0,125~0~0~0~0,!",,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialLoki02_GC,LokiSScythe3,"0:1@1,0:2@2,0:4@3,0:4@5,0:60",,,,,,8,23,,17,,,,,13,,,0,0,0,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,ScytheSmashSideGCComboLoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashSideComboLoki,3241,670,Loki Side Scythe - snake bite and rising slash attacks,,,SPC_Loki_Scythe_Side_B_Launch_Play,Once:SPC_Loki_Scythe_Side_C_Hit_1_Play,,SmashRelease,Scythe,ScytheSmashSideLoki,,TRUE,,,"0,34&47,55&50&39&31,70&60,70&60,114,50&44&60&57,31&37&29,0,0","0,69&44,93&55&83&32,56&53,56&53,65,53&70&48&35,71&56&47,0,0","0,154&192,340&213&276&394,155&221,115&181,94,160&190&96&30,169&127&180,0,0","0,-24&-84,-5&-29&-9&-70,131&157,139&165,227,111&37&154&181,-47&-111&13,0,0",,,"!,!,0,550,100,50~65,65,65,50~40,40","0,0,0,-250,-20,-50~-30,-50~-25,-20~0,0~120,80",,,,,,,,,,,,,,,TRUE,,,,,,,,,,LokiSScythe,"0:3@31,0:1@32,0:1@33,0:0@34,0:0,0:2@35,0:2@36,0:1@37,0:4@38-39,0:0@40",,,,,,0,,,,,,true,,,,,"0,t1,t1,t1,t1,0,t1,t1,0,0",0,"0,80,80,80,80,0,80,80,0,0",,,,"0,384,417,549,499,499,420,349,0,0","0,-24,-23,59,162,162,130,162,0,0",,25,,,,,,,,,,,,,,,,,true,,,,,,,25,,,,,,,,,,,,ScytheSmashSideComboGroundCheckLoki,,,,,,,,,,,,,,,,,,,,,,,,BOTTOM,,,,,,,,,,,,,,,,,,,,,true,,,#8:Feet,Animation_Loki.swf,a_SFXAttackSpecialLoki02_SnakeIWFXRIG,1,true,,,,,,,,,,,,,,,
ScytheSmashSideGCComboLoki,3281,670,Loki Side Scythe - snake bite and rising slash attacks (if GC),,,SPC_Loki_Scythe_Side_B_Launch_Play,Once:SPC_Loki_Scythe_Side_C_Hit_1_Play,,SmashRelease,Scythe,ScytheSmashSideLoki,,TRUE,,,0,0,0,0,,,-140~0,130~0,,,,,,,,,,,,,,,TRUE,,,,,,,,,AttackSpecialLoki02_GC,LokiSScythe3,0:1@31,,,,,,0,,,,,,true,,,,,0,0,0,,,,0,0,,25,,,,,,,,,,,,,,,,,true,,,,,,,17,,,,,,,,,,,,ScytheSmashSideGCCombo2Loki,,,,,,,,,,,,,,,,,,,,,,,,BOTTOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashSideGCCombo2Loki,3282,670,Loki Side Scythe - snake bite and rising slash attacks (if GC),,,,Once:SPC_Loki_Scythe_Side_C_Hit_1_Play,,SmashRelease,Scythe,ScytheSmashSideLoki,,TRUE,,,"0,34&47,55&50&39&31,70&60,70&60,114,50&46&60&57,37&37&29&33,0,0","0,69&44,93&55&83&32,56&53,56&53,65,53&73&48&35,77&70&51&31,0,0","0,144&182,340&213&276&394,155&221,115&181,94,160&192&96&30,175&127&180&152,0,0","0,-24&-90,-5&-29&-9&-70,131&157,139&165,227,111&34&154&181,-53&-111&17&67,0,0",,,"318~0,!,0,550,100,50~65,65,65,50~40,40","388~0,0,0,-250,-20,-50~-30,-50~-25,-20~0,0~120,80",,,,,,,,,,,,,,,TRUE,,,,,,,,,AttackSpecialLoki02,LokiSScythe,"0:1@31,0:1@32,0:1@33,0:0@34,0:0,0:2@35,0:2@36,0:1@37,0:4@38-39,0:0@40",,,,,,0,,,,,,true,,,,,"0,t1,t1,t1,t1,0,t1,t1,0,0",0,"0,80,80,80,80,0,80,80,0,0",,,,"0,384,417,549,499,499,420,349,0,0","0,-24,-23,59,162,162,130,162,0,0",,25,,,,,,,,,,,,,,,,,true,,,,,,,25,,,,,,,,,,,,ScytheSmashSideComboGroundCheckLoki,,,,,,,,,,,,,,,,,,,,,,,,BOTTOM,,,,,,,,,,,,,,,,,,,,,true,,,#6:Feet,Animation_Loki.swf,a_SFXAttackSpecialLoki02_SnakeIWFXRIG,1,true,,,,,,,,,,,,,,,
ScytheSmashSideComboGroundCheckLoki,3242,670,Loki Side Scythe - ground check,,,,,,SmashReleaseGroundCheck,Scythe,ScytheSmashSideLoki,,TRUE,,,14,14,5,106,,,10,!,,,,,,,,,,,,,,,TRUE,,,,,,,,,,LokiSScythe,0@40,,,,,,0,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,ScytheSmashSideAirLoki,,ScytheSmashSideGroundLoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashSideGroundLoki,3243,670,Loki Side Scythe - final slash (ground version),,,,Once:SPC_Loki_Scythe_Side_C_Hit_2_Play,,SmashRelease,Scythe,ScytheSmashSideLoki,,TRUE,,,"82&69&76&38,56&73&39&20,0","78&43&52&24,31&20&18&20,0","270&85&202&261,76&177&279&316,0","-3&59&32&-77,79&65&55&39,0",,,"10~9,7,7~0","40~0~0,0,0",,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,AttackSpecialLoki02Ground,LokiSScythe2,"0:2@1,0:1@2,0:9@3-6",12@11,,,,,0,,,,,,true,,,,,"18,18,0","46,46,0","52,52,0",70,,,"1200,1200,0","-350,-350,0",,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashSideAirLoki,3244,670,Loki Side Scythe - final slash (air version),,,,Once:SPC_Loki_Scythe_Side_C_Hit_2_Play,,SmashRelease,Scythe,ScytheSmashSideLoki,,TRUE,,,"82&55&77&43&55,45&77&56&37,0","79&32&53&23&32,39&24&31&24,0","256&37&207&242&128,7&195&84&296,0","-30&54&9&-106&25,95&64&90&51,0",,,"40~0,!,0","50~5,!,!",,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,LokiSScythe,"0:2@41,0:1@42,0:8@43-45",13@51,,,,,0,,,,,,true,,,,,"18,18,0","46,46,0","52,52,0",70,,,"1200,1200,0","-350,-350,0",,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashDownLoki,3250,670,Loki Down Scythe - charge,"Scythe,Special",,L:SPC_Loki_Scythe_Down_A_Charge_Play,,,Smash,Scythe,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialLoki05,LokiDScythe,0:80,,,,,,,22,,18,,,,,5,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,ScytheSmashDownComboLoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashDownComboLoki,3251,670,Loki Down Scythe - fall through portal & descending kick,,,SPC_Loki_Scythe_Down_B_Launch_Play,Once:SPC_Loki_Scythe_Neutral_C_Hit_2_Play,,SmashReleaseGroundPound,Scythe,ScytheSmashDownLoki,TRUE,TRUE,,,"0,0,0,0,0,0,0,0,0,0,0,0,29,29,34,34,32,32","0,0,0,0,0,0,0,0,0,0,0,0,44,44,64,64,64,64","0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,17,22,22","0,0,0,0,0,0,0,0,0,0,0,0,90,90,92,92,122,122",,,0,"-105,0,-91,0,-16,0,60,0,70,0,75,0,-1450,50,200,200,200,200",,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,LokiDScythe,"0:0@36,0:0,0:0@37,0:0,0:0@38,0:0,0:0@39,0:0,0:0@40,0:0,0:0@41,0:0,0:0@42,0:0,0:0@43,0:0,0:0@44,0:0",,,,,,,,,,,true,,,,,,"0,0,0,0,0,0,0,0,0,0,0,0,t1,t1,t1,t1,t1,t1",0,"0,0,0,0,0,0,0,0,0,0,0,0,125,125,125,125,125,110",,,,"0,0,0,0,0,0,0,0,0,0,0,0,40,44,52,46,122,132","0,0,0,0,0,0,0,0,0,0,0,0,126,138,162,158,218,240",,19,,,,,,,,,,,,,,,,,true,,,,,,,18,,,,,,,,,,,,ScytheSmashDownCombo2Loki,,ScytheSmashDownCombo2Loki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,First:Feet,Animation_Loki.swf,a_SFXAttackSpecialLoki5_IWFXRIG_Both,1,true,,,,,,,,,,,,,,,
ScytheSmashDownCombo2Loki,3279,670,Loki Down Scythe - splash at contact,,,,Once:SPC_Loki_Scythe_Neutral_C_Hit_2_Play,,SmashRelease,Scythe,ScytheSmashDownLoki,,TRUE,,,75,52,47,56,,,60~0~0,580~0~0,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,LokiDScythe,0:2@45,,,,,,,,,,,true,,,,,,t1,0,50,,,,172,-15,,21,,,,,,,,,,,,,,,,,true,,,,,,,17,,,,,,,,,,,,ScytheSmashDownGroundCheckLoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashDownGroundCheckLoki,3252,670,Loki Down Scythe - ground check,,,,,,SmashReleaseGroundCheck,Scythe,ScytheSmashDownLoki,,TRUE,,,14,14,0,105,,,,0,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,LokiDScythe,0:0,,,,,,0,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,ScytheSmashDownComboAirLoki,,ScytheSmashDownComboGroundLoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashDownBGLoki,3258,670,Loki Down Scythe - final projectile (ground version),,,,Once:SPC_Loki_Scythe_Down_C_Hit_Play,,SmashReleasePath,Scythe,ScytheSmashDownLoki,,TRUE,,,30,30,"250~400,420~500,520~620,640~700,710~720",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0:4,0:4,0:4,0:2,0:6",,,,,,,,,,,,,,,,,"17,17,17,17,0","46,46,46,46,0","55,55,55,55,0",,,,1500,-500,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,25,,,,,,,,,,,,,,ScytheSmashDownBGDissipationLoki,ScytheSmashDownBGDissipationLoki,,,,ScytheSmashDownBGDissipationLoki,,,true,,,,,,true,,,,,,,,,TRUE,,,TRUE,L:TargetPos,,,,,,,,Animation_Loki.swf,a_IWFXAttackSpecialLoki05ProjectileBRIG,1,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashDownBGAirLoki,3259,670,Loki Down Scythe - final projectile (air version),,,,Once:SPC_Loki_Scythe_Down_C_Hit_Play,,SmashReleasePath,Scythe,ScytheSmashDownLoki,,TRUE,,,30,30,"250~400,420~500,520~620,640~700,710~720",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0:4,0:4,0:4,0:2,0:6",,,,,,,,,,,,,,,,,"17,17,17,17,0","46,46,46,46,0","55,55,55,55,0",,,,1500,-500,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,25,,,,,,,,,,,,,,ScytheSmashDownBGDissipationLoki,ScytheSmashDownBGDissipationLoki,,,,ScytheSmashDownBGDissipationLoki,,,true,,,,,,true,,,,,,,,,TRUE,,,TRUE,L:TargetPos,,,,,,,,Animation_Loki.swf,a_IWFXAttackSpecialLoki05ProjectileBRIG,1,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashDownBGDissipationLoki,3277,670,Loki Down Scythe - wall dissipation for projectile,,,,,,Nobody,Scythe,ScytheSmashDownLoki,,TRUE,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,TRUE,,,TRUE,L:TargetPos,,,,,,,,SFX_Loki.swf,a_SFXAttackSpecialLoki05SwooshIWWall,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashDownComboGroundLoki,3253,670,Loki Down Scythe - final impact and slash (ground version),,,,Once:SPC_Loki_Scythe_Down_C_Hit_Play,,SmashRelease,Scythe,ScytheSmashDownLoki,,TRUE,,,"94&57&62&34,94&57&62&34,59,124,168,121","77&49&32&30,77&49&32&30,31,42,38,44","216&148&69&188,216&148&69&188,65,501,733,858","-8&19&44&-94,-8&19&44&-94,51,55,56,51",,,"-50,0,0,0,0,0","50,0,0,0,0,0",,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,AttackSpecialLoki05Ground,LokiDScythe2,"0:0@1,0:2,0:2@2,0:4,0:4,0:4",13@14,,,,,0,,,,,,,,,,,"23,23,23,0,0,0","49,49,49,0,0,0","55,55,55,0,0,0",65,,,"1080,1080,0,0,0,0","-400,-400,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,ScytheSmashDownBGLoki,0,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScytheSmashDownComboAirLoki,3254,670,Loki Down Scythe - final impact and slash (air version),,,,Once:SPC_Loki_Scythe_Down_C_Hit_Play,,SmashRelease,Scythe,ScytheSmashDownLoki,,TRUE,,,"84&77&62&55,106,188,177,115,0","82&46&44&65,33,53,58,34,0","190&77&18&221,3,417,733,825,0","-13&13&44&-69,64,32,28,27,0",,,"60~0~0,0,0,0,0,0","20~0~0,10~6,5~4,8,8,8~15",,,,,,,,,,,,,,,TRUE,,,,,,,,,,LokiDScythe,"0:2@46,0:2,0:1,0:4,0:4,0:16",,,,,,0,,,,,,,,,,,"23,23,0,0,0,0","39,39,0,0,0,0","50,50,0,0,0,0",,,,1200,150,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,ScytheSmashDownBGAirLoki,0,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashNeutralRoboengineer,2921,670,Roboengineer Neutral Cannon - charge,"Cannon,Special",,L:SPC_Seven_Cannon_Neutral_A_Charge_Play,,,Smash,Cannon,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialRoboengineer6,RoboengNCannon,"0,70",,,,,,,17,,14,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CannonSmashNeutralComboRoboengineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashNeutralComboRoboengineer,2922,670,Roboengineer Neutral Cannon - character movement,,,SPC_Seven_Cannon_Neutral_B_Launch_Play,,,SmashRelease,Cannon,CannonSmashNeutralRoboengineer,,TRUE,TRUE,,0,0,0,0,,,"15~25,35~55~55~55~15",0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,RoboengNCannon,"0:2,0:26",15,,8,28,,2,,,,,,,,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CannonSmashNeutralBG1Roboengineer,CannonSmashNeutralBG2Roboengineer","0,16",,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashNeutralBG1Roboengineer,2923,670,Roboengineer Neutral Cannon - 1st cannon blast projectile,,,,,,SmashReleasePath,Cannon,CannonSmashNeutralRoboengineer,,TRUE,TRUE,,50,50,220~380,-160~-300,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,0:4,,,,,,,,,,,,,,,,,25,52,58,100,,,1200,-1400,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,CannonSmashNeutralBG1ExplodeRoboengineer,,CannonSmashNeutralBG1WallExplodeRoboengineer,CannonSmashNeutralBG1WallExplodeRoboengineer,,,,CannonSmashNeutralInterruptRoboengineer,,,,,,,,,true,,,,,,,,BOTTOM,TRUE,,,TRUE,L:TargetPos,,,TRUE,,,,,SFX_Roboengineer.swf,a_Roboengineer6Projectile1,1,false,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashNeutralBG2Roboengineer,2924,670,Roboengineer Neutral Cannon - 2nd cannon blast projectile,,,,,,SmashReleasePath,Cannon,CannonSmashNeutralRoboengineer,,TRUE,TRUE,,50,50,220~380,-160~-300,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,0:4,,,,,,,,,,,,,,,,,25,52,58,100,,,1200,-1400,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,CannonSmashNeutralBG2ExplodeRoboengineer,,CannonSmashNeutralBG2WallExplodeRoboengineer,CannonSmashNeutralBG2WallExplodeRoboengineer,,,,CannonSmashNeutralInterruptRoboengineer,,,,,,,,,true,,,,,,,,BOTTOM,TRUE,,,TRUE,L:TargetPos,,,TRUE,,,,,SFX_Roboengineer.swf,a_Roboengineer6Projectile1,1,false,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashNeutralBG1ExplodeRoboengineer,2925,670,Roboengineer Neutral Cannon - 1st projectile explosion (if air),,,SPC_Seven_Cannon_Neutral_C_Miss_1_Play,Once:SPC_Seven_Cannon_Neutral_C_Hit_1_Play,,SmashReleasePathExplosion,Cannon,CannonSmashNeutralRoboengineer,,TRUE,TRUE,,"72,95,95","71,91,91","-8,5,5","-9,-13,-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0:1,0:2,0:1",,,,,,,,,,,,,,,,,25,52,58,100,,,1200,-1400,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,BOTTOM,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:TargetPos,Animation_Roboengineer.swf,a_Roboengineer6Projectile1ExplodeRIG,1,true,,,,,,,,,,,,,,,
CannonSmashNeutralBG2ExplodeRoboengineer,2926,670,Roboengineer Neutral Cannon - 2nd projectile explosion (if air),,,SPC_Seven_Cannon_Neutral_C_Miss_2_Play,Once:SPC_Seven_Cannon_Neutral_C_Hit_2_Play,,SmashReleasePathExplosion,Cannon,CannonSmashNeutralRoboengineer,,TRUE,TRUE,,"72,95,95","71,91,91","-8,5,5","-9,-13,-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0:1,0:2,0:1",,,,,,,,,,,,,,,,,25,52,58,100,,,1200,-1400,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,BOTTOM,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:TargetPos,Animation_Roboengineer.swf,a_Roboengineer6Projectile1ExplodeRIG,1,true,,,,,,,,,,,,,,,
CannonSmashNeutralBG1WallExplodeRoboengineer,2957,670,Roboengineer Neutral Cannon - 1st projectile explosion (if wall),,,SPC_Seven_Cannon_Neutral_C_Miss_1_Play,Once:SPC_Seven_Cannon_Neutral_C_Hit_1_Play,,SmashReleasePathExplosion,Cannon,CannonSmashNeutralRoboengineer,,TRUE,TRUE,,"46,39&25,38&35","64,102&47,111&39","-24,-25&-60,-28&-66","-10,4&-9,-11&-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0:1,0:2,0:1",,,,,,,,,,,,,,,,,25,52,58,100,,,-1200,-1400,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,BOTTOM,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:TargetPos,SFX_Roboengineer.swf,a_Roboengineer6Projectile1ExplodeWall,1,true,,,,,,,,,,,,,,,
CannonSmashNeutralBG2WallExplodeRoboengineer,2958,670,Roboengineer Neutral Cannon - 2nd projectile explosion (if wall),,,SPC_Seven_Cannon_Neutral_C_Miss_2_Play,Once:SPC_Seven_Cannon_Neutral_C_Hit_2_Play,,SmashReleasePathExplosion,Cannon,CannonSmashNeutralRoboengineer,,TRUE,TRUE,,"46,39&25,38&35","64,102&47,111&39","-24,-25&-60,-28&-66","-10,4&9,-11&-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0:1,0:2,0:1",,,,,,,,,,,,,,,,,25,52,58,100,,,-1200,-1400,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,BOTTOM,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:TargetPos,SFX_Roboengineer.swf,a_Roboengineer6Projectile1ExplodeWall,1,true,,,,,,,,,,,,,,,
CannonSmashNeutralInterruptRoboengineer,2927,670,Roboengineer Neutral Cannon - interruption of projectiles if user is struck,,,,,,Nobody,Cannon,CannonSmashNeutralRoboengineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOTTOM,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:TargetPos,Animation_Roboengineer.swf,a_Roboengineer6Projectile1ExplodeRIG,1,true,,,,,,,,,,,,,,,
CannonSmashSideRoboengineer,2928,670,"Roboengineer Side Cannon - charge, runs and hits with claws","Cannon,Special",,L:SPC_Seven_Cannon_Side_A_Charge_Play,,,Smash,Cannon,,,TRUE,,,"0,0,0,0,0,0,62","0,0,0,0,0,0,35","0,0,0,0,0,0,221","0,0,0,0,0,0,33",,,"!,!,!,!,!,!,30~45~55~60~60","!,!,!,!,!,!,!","!,!,!,!,!,!,30~45~55~60~60",,,,,,,,TRUE,,true,,,,TRUE,,,,,,,,,L:AttackSpecialRoboengineer1,RoboengSCannon,"0:4@1-2,0:4@3-4,0:4@5-6,0:4@7-8,0:4@9-10,0:1@11,0:54@12",,,,,,10,20,,16,,,,,22,,,"0,0,0,0,0,0,4",0,"0,0,0,0,0,0,65",,,,"0,0,0,0,0,0,320","0,0,0,0,0,0,-21",,4,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,CannonSmashSideWallCheckRoboengineer,,CannonSmashSideWallCheckRoboengineer,CannonSmashSideWallCheckRoboengineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonSmashSideWallCheckRoboengineer,2964,670,Roboengineer Side Cannon - check for wall on release,,,SPC_Seven_Cannon_Side_B_Launch_Play,Once:SPC_Seven_Cannon_Side_C_Hit_Play,,SmashReleaseGroundCheck,Cannon,CannonSmashSideRoboengineer,,TRUE,,,14,14,272,7,,,0,0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,RoboengSCannon,0,,,,,,0,,,,,,,,,,,1,0,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,CannonSmashSideComboRoboengineer,,,CannonSmashSideWallRoboengineer,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
